feature	pForward	zForward	probForward	pReverse	zReverse	probReverse
Neurosynth_TFIDF__insula	1.6535090252349278e-30	11.480484723769491	0.11389964884044951	3.3321700121684067e-12	6.9629513150357045	0.6137490449336162
Neurosynth_TFIDF__encoding	0.036099468684196716	-2.09580526995565	0.11538384597914586	4.4737485946838266e-05	4.081544103746825	0.5993993105839639
Neurosynth_TFIDF__implicated	0.23253494740143976	-1.1938543492997598	0.11466500215614986	3.209427109070802e-05	4.158073541521902	0.5977048293413871
Neurosynth_TFIDF__striatum	0.029023765630434687	-2.1831635817498496	0.11455806175409346	9.52387654695052e-05	3.9024122610037613	0.5960682586076709
Neurosynth_TFIDF__experience	0.00011145986231904355	-3.864186887580193	0.11435552293043766	0.0005047692601060602	3.478212676676033	0.5933463962114832
Neurosynth_TFIDF__structures	0.0697754018631438	-1.8133659225319019	0.11193801313391341	0.0005047692601060602	3.478212676676033	0.585881146381387
Neurosynth_TFIDF__vs	0.0015160086626552125	-3.1716015259554613	0.11019272958539514	0.004181232483467934	2.864155080695875	0.5770236863007074
Neurosynth_TFIDF__linked	9.846615439063706e-07	-4.894679325797863	0.11040720125373144	0.009688039303901592	2.5867694399115173	0.5762648544876352
Neurosynth_TFIDF__interaction	0.3178285148698953	0.9989301803572216	0.10842257037540562	0.001050081030439196	3.276753226626899	0.5737248636890758
Neurosynth_TFIDF__key	8.810245326550948e-05	-3.9212181599501927	0.10930876147478219	0.00988307410478114	2.579893668341831	0.5724764078586786
Neurosynth_TFIDF__response	2.0227885944049955e-111	22.429637348762345	0.10260296677974665	3.7501617689230215e-06	4.6247689604404245	0.570306706896925
Neurosynth_TFIDF__anterior cingulate	2.9895618717732498e-18	8.711849592409404	0.10546664372167727	0.00020989070381987284	3.706804664589555	0.5681729887647434
Neurosynth_TFIDF__disorder	0.11305257384546588	1.5846205463909326	0.10701253544235305	0.0023667114014603073	3.0398816377763427	0.5677008241549774
Neurosynth_TFIDF__humans	0.01935477748243677	-2.3386263958678666	0.10709666361021175	0.016253118834113005	2.403181488718641	0.564033363265283
Neurosynth_TFIDF__interactions	4.2994209569978296e-05	-4.090770678005039	0.10689208465185454	0.034889130717654926	2.1096428477706146	0.561538394534437
Neurosynth_TFIDF__systems	0.07194114511978389	-1.7994903748181943	0.10637704272647014	0.018995080576928256	2.345627500782302	0.5611583413298257
Neurosynth_TFIDF__paradigm	0.6204634998941732	0.49519355459408554	0.10585731609502712	0.009797274496840586	2.5829034200760272	0.560896517976137
Neurosynth_TFIDF__medial prefrontal	0.011794946014381542	-2.5182204850184515	0.10626998988784842	0.026588731393371676	2.2175031008433446	0.5600047477541121
Neurosynth_TFIDF__medial	4.3811782973333815e-42	13.59342035661473	0.10294513248351593	0.0005174759691845295	3.4715432486467304	0.5594399817385349
Neurosynth_TFIDF__differential	4.4735581761736533e-07	-5.047616571553547	0.10656945276690453	0.054454507849296584	1.9232034206373227	0.5592845553686873
Neurosynth_TFIDF__context	0.011794946014381542	-2.5182204850184515	0.10609939981557268	0.029182256413253792	2.181015684429456	0.5591985336993134
Neurosynth_TFIDF__research	0.731235739900322	-0.3434821862618497	0.10560933758152209	0.016858929448399906	2.389769944082823	0.5588437558746623
Neurosynth_TFIDF__behavior	0.731235739900322	-0.3434821862618497	0.105563856787847	0.017241463471065362	2.3815176721416424	0.5586201704082017
Neurosynth_TFIDF__background	0.04825025123251254	-1.9751577292960805	0.1056552508993496	0.03022846911241373	2.1670837452513902	0.557549629342408
Neurosynth_TFIDF__central	0.000297080403186907	-3.617832626916248	0.10580683191959156	0.04777261965766848	1.9793855011181423	0.5568880369401611
Neurosynth_TFIDF__characterized	8.11659654453835e-06	-4.462085132615655	0.10591797414103235	0.0589757394759568	1.8883741475025502	0.5567332593572982
Neurosynth_TFIDF__thalamus	0.0008625617120560273	-3.3318970094316764	0.1054491387000848	0.05073080096188168	1.9537499074562468	0.5554178103301781
Neurosynth_TFIDF__versus	0.0016490648479534746	-3.1470859401219418	0.10532113220595951	0.05073080096188168	1.9537499074562468	0.5549547167018717
Neurosynth_TFIDF__modulation	1.9745196111705768e-05	-4.267752791766646	0.10549822836560657	0.0647763770525554	1.8467983090579065	0.5549137107615016
Neurosynth_TFIDF__retrieval	9.885798831889383e-05	-3.893377855994708	0.1054156407100492	0.060904651856835565	1.8741870249463812	0.5548155675776739
Neurosynth_TFIDF__blood	0.03912625912248602	-2.0628565523229185	0.10495290157739894	0.04399752723833547	2.0141143692199766	0.5540639540572042
Neurosynth_TFIDF__induced	0.0012115199951744744	-3.2361540081977425	0.10494338698741137	0.061269310343610675	1.8715469376770992	0.5530645641403007
Neurosynth_TFIDF__healthy	3.014173661897422e-163	27.228171316169174	0.09948472796474592	0.0005047692601060602	3.478212676676033	0.5525671117580826
Neurosynth_TFIDF__reported	0.3148150611648103	-1.0051698691197868	0.10431564589953729	0.04399752723833547	2.0141143692199766	0.5517881518221993
Neurosynth_TFIDF__signal	0.005521958621375284	2.7748946840089705	0.10355256441012708	0.022637434718377304	2.2794987411245016	0.5512087697469994
Neurosynth_TFIDF__using functional	0.6787881430501737	0.414117382722866	0.10386006064785469	0.036502995848813606	2.091279729112183	0.5507118842429748
Neurosynth_TFIDF__potential	0.02525011983967348	-2.237554525638971	0.10427954274372436	0.062343014983603076	1.863848269683738	0.5505995368975579
Neurosynth_TFIDF__altered	3.5319214986663886e-06	-4.637181560456046	0.10416305680249083	0.12521753828629953	1.5332367262714524	0.5482571527834282
Neurosynth_TFIDF__individuals	7.482945723379776e-05	3.9603836134046393	0.10264115767821423	0.030631864187192392	2.161822452072967	0.5472460204683716
Neurosynth_TFIDF__lobe	0.6752056749214052	-0.41901430898432157	0.10319521377943755	0.06479665124792701	1.8466584908371528	0.5465369752568713
Neurosynth_TFIDF__predicted	5.73548024125043e-06	-4.535913069804708	0.10375270244555561	0.14092997172253877	1.4723367212982397	0.5463238665554444
Neurosynth_TFIDF__self	0.40073749731021935	-0.8403048240873063	0.1032134554471597	0.07237913568967483	1.796725959282872	0.546292561445861
Neurosynth_TFIDF__cingulate	4.688921423198518e-76	18.45574073456699	0.09999758138242776	0.00817110491014476	2.6449166188439746	0.5444939785099956
Neurosynth_TFIDF__anterior	4.8742413333385e-121	23.39438929842882	0.09925880255560157	0.005298553072968335	2.788299520504403	0.5444730568015764
Neurosynth_TFIDF__demonstrated	0.1594329611436976	1.4069812081586504	0.10245715059610688	0.06307275816970946	1.8586782501700836	0.5440865153016066
Neurosynth_TFIDF__mechanism	6.875626535147435e-08	-5.3943912205785365	0.10328755266791602	0.19734119008540757	1.2891636763589234	0.5434901765508118
Neurosynth_TFIDF__influence	1.422706523079239e-05	-4.340327290429256	0.1028547480944366	0.18610358461695933	1.3221939216355822	0.5419985705044663
Neurosynth_TFIDF__analyses	0.0033038036543511836	2.9379593255639236	0.10184069134108983	0.0647763770525554	1.8467983090579065	0.5418553831733813
Neurosynth_TFIDF__correlated	1.953945510893007e-20	9.264826602205659	0.10091383211448945	0.032903628621621696	2.133257255173661	0.5416263694338096
Neurosynth_TFIDF__engaged	1.9878961487896728e-07	-5.2004658764683755	0.10279073859267272	0.2159102664585719	1.2374764110994203	0.5411556614987654
Neurosynth_TFIDF__particular	1.3458702868500965e-08	-5.680136832531478	0.10261026349624096	0.2483455674256935	1.1543771782338632	0.5399772666488366
Neurosynth_TFIDF__connectivity	2.9055809367912326e-31	11.629864596789032	0.10024580179520817	0.036470774455006766	2.0916395202358897	0.5392662795701768
Neurosynth_TFIDF__group	3.6090182842570635e-36	12.557648065126651	0.10010986392516157	0.034691647786403594	2.111939395597517	0.5391596638655463
Neurosynth_TFIDF__cues	2.388995737152763e-08	-5.581174669543972	0.10232951445401751	0.2586557509628681	1.1295740493711453	0.5386335558250712
Neurosynth_TFIDF__recognition	0.0017419566137256543	-3.1310278144158454	0.10202807663540647	0.2016554316852127	1.276849370188577	0.5385287732258156
Neurosynth_TFIDF__assessed	0.0017419566137256543	-3.1310278144158454	0.10192555934828668	0.20343104015875646	1.271836998762889	0.5379955123136976
Neurosynth_TFIDF__shown	0.6183198777748923	-0.4982329257621461	0.10097238434820166	0.20186214523436577	1.2762641875724137	0.5345095291897233
Neurosynth_TFIDF__indicate	0.5652404113073941	0.575075241818334	0.10081942119864581	0.18610358461695933	1.3221939216355822	0.5343537861665817
Neurosynth_TFIDF__levels	0.009697803724335145	-2.586422283437855	0.10111961519722248	0.25167868264204124	1.1462815301109575	0.5340578510851492
Neurosynth_TFIDF__functional connectivity	2.6100158456247205e-05	4.205069809251295	0.1003440686423197	0.13784302642766774	1.4838714532689465	0.5339746796508595
Neurosynth_TFIDF__functional magnetic	0.0	inf	0.09630610795813085	0.026467298033852418	2.2192856384577735	0.533967302558595
Neurosynth_TFIDF__important	0.186619237417392	1.3206465691397575	0.10063104320557534	0.18395424325062643	1.3286779481277822	0.533766978264645
Neurosynth_TFIDF__tested	0.00016126601032951065	-3.7730468193728286	0.1010562787237792	0.28783987398159017	1.0628722830643795	0.5330722006326288
Neurosynth_TFIDF__stimulus	0.0025566028235820917	3.016560395154721	0.10012004515106224	0.18610358461695933	1.3221939216355822	0.5318366875010242
Neurosynth_TFIDF__individual	0.13659445444072038	1.4885934614727399	0.10023428170152915	0.2077029519228317	1.2599068927942003	0.5315681483668747
Neurosynth_TFIDF__evidence	2.346559434499078e-24	10.183624032756127	0.09911868376485186	0.13581039568112133	1.491575764004954	0.530162605190661
Neurosynth_TFIDF__general	7.800297851784816e-05	-3.9504543396484206	0.10050240455720093	0.34532004291880614	0.9437057342528367	0.5300374894391128
Neurosynth_TFIDF__presented	0.030054921973207627	2.1693658174287473	0.09985012090215056	0.22881909635582834	1.2034063899222236	0.5296991974313163
Neurosynth_TFIDF__change	1.3926155835566363e-07	-5.266219770634614	0.10035156257030801	0.4039377649347494	0.8346092275988929	0.5286293419759956
Neurosynth_TFIDF__perception	0.3577514525031385	-0.9196581045866815	0.09994131903619072	0.29875721941682576	1.0391021752334728	0.5284791307319514
Neurosynth_TFIDF__sample	7.803828830145209e-10	-6.148867187898822	0.10033053124152995	0.43935146081142534	0.7732888368822768	0.5281456180793025
Neurosynth_TFIDF__images	1.3946604315409846e-07	-5.265950262101927	0.10022947258746706	0.4159857611836341	0.8134052309908975	0.5279854983075536
Neurosynth_TFIDF__ventral	0.0033728545537756167	2.931540434704693	0.09932863080266473	0.2642351345534905	1.1164369733042885	0.5269618037083966
Neurosynth_TFIDF__prefrontal	9.62169453693099e-144	25.528068255618905	0.09728349714171096	0.11165215292953805	1.5908108388360371	0.5268108312897626
Neurosynth_TFIDF__models	7.954232467675554e-10	-6.145838221035124	0.10005799578464827	0.4664241377602776	0.7283095171246824	0.5267215507307692
Neurosynth_TFIDF__groups	0.00015640167433397285	3.7806782815968463	0.09917653175216457	0.26373509707372295	1.117606486847622	0.526478632042837
Neurosynth_TFIDF__learning	0.026248798292080905	-2.2225108990864624	0.09966158435199034	0.37356544086181814	0.8898146090240113	0.5262564586803603
Neurosynth_TFIDF__cingulate cortex	2.5438924188951374e-06	4.704579888059161	0.09904713620008404	0.2586557509628681	1.1295740493711453	0.5261695095359171
Neurosynth_TFIDF__novel	0.005773483795175755	-2.7603761852606334	0.09958598870112745	0.39935089010131813	0.8427810822234375	0.5255919881784602
Neurosynth_TFIDF__greater	2.253045636828461e-19	9.000201118977275	0.09855132165188853	0.22881909635582834	1.2034063899222236	0.525343931476969
Neurosynth_TFIDF__modulated	1.0485290921779153e-05	-4.406915830214864	0.099653952341992	0.44519880134845924	0.7634437421623655	0.5252636823001922
Neurosynth_TFIDF__methods	0.28879476715807734	1.0607692781944889	0.09907549500603918	0.34532004291880614	0.9437057342528367	0.5244564693878966
Neurosynth_TFIDF__measures	1.0497125904714232e-05	-4.406671380219917	0.09949381490951052	0.46491077761731303	0.7307845244076565	0.5243935323108311
Neurosynth_TFIDF__event	0.16056918878867651	1.4031598113195416	0.09898715985041376	0.34532004291880614	0.9437057342528367	0.524086001950251
Neurosynth_TFIDF__extent	1.2319077433514325e-10	-6.435347976110157	0.09954809537451298	0.5332438213504874	0.6230619368468957	0.523925361999216
Neurosynth_TFIDF__approach	2.4789029020933632e-05	-4.216711952105397	0.09928830594402226	0.47948015588304327	0.7071389130690411	0.5233428395420635
Neurosynth_TFIDF__controls	1.887970588356507e-17	8.500486932543069	0.09829549001302558	0.27305107039682575	1.0960633081228783	0.5232278867649671
Neurosynth_TFIDF__healthy controls	0.10947866479416807	-1.6005407933485627	0.09903675095884341	0.428652996862917	0.7914987644521738	0.522982155673353
Neurosynth_TFIDF__selective	1.2521846448843803e-10	-6.4328679106235604	0.099273433281608	0.5666793959983745	0.5729487487978283	0.5224682798053454
Neurosynth_TFIDF__association	1.0787088994807087e-06	-4.876708080830192	0.09906945539450543	0.5332438213504874	0.6230619368468957	0.5219019853157796
Neurosynth_TFIDF__prefrontal cortex	4.4516421418467176e-54	15.483965723826167	0.09754573622384562	0.26373509707372295	1.117606486847622	0.5214013587763956
Neurosynth_TFIDF__role	1.958172922192777e-25	10.422462079361047	0.09787956242383106	0.30072456090398725	1.0348808457345915	0.5212177598848672
Neurosynth_TFIDF__signals	9.170012392431651e-08	-5.342447125557094	0.0987730974991256	0.5858583304953864	0.5448476106085007	0.5201209226046175
Neurosynth_TFIDF__cognition	1.3195451797023169e-10	-6.424901978872422	0.09873360719859109	0.6231946122501644	0.49132781176566404	0.5195757661330053
Neurosynth_TFIDF__high	2.5901295560565907e-06	4.70090345929155	0.09796943562547847	0.4200026907728479	0.806416578808987	0.5191005911070019
Neurosynth_TFIDF__magnetic resonance	0.0	inf	0.09556359244307061	0.2586557509628681	1.1295740493711453	0.5186773588944085
Neurosynth_TFIDF__underlying	0.00015874930141362284	3.7769677129368433	0.09788221971903437	0.46121519757833396	0.7368473289458928	0.5181425308610061
Neurosynth_TFIDF__resonance	0.0	inf	0.09553725625904716	0.27303543193574387	1.096099046377038	0.5179704137701518
Neurosynth_TFIDF__contribute	2.645880381447855e-10	-6.318222995465765	0.09825864641466284	0.6694196983039197	0.4269445741511187	0.5170246170809464
Neurosynth_TFIDF__following	5.7652792386817064e-08	-5.425932353894021	0.09792867753601878	0.6773114556135394	0.416134678043965	0.5154267437529498
Neurosynth_TFIDF__deficits	2.600829235400834e-05	-4.205867204454292	0.09784043523916316	0.6682338306862574	0.4285732298591523	0.5152422156597923
Neurosynth_TFIDF__suggest	3.2593350710808832e-137	24.933072248358013	0.0963704931217792	0.39651780247493107	0.8478566622425454	0.5152336549929524
Neurosynth_TFIDF__20	9.736489404530068e-10	-6.1136710646565815	0.09792299757954664	0.6892026654661543	0.399937344759331	0.5152291353243754
Neurosynth_TFIDF__did	0.40308053095938534	-0.836132207868664	0.09764972541269906	0.6195878076250839	0.4964346156001114	0.5150639981382359
Neurosynth_TFIDF__magnetic	0.0	inf	0.0954508056628988	0.37356544086181814	0.8898146090240113	0.5148456388642829
Neurosynth_TFIDF__bold	0.45106191606735696	-0.7536458318218218	0.09751281042374174	0.6376297047318131	0.47101544599691253	0.5142546160491394
Neurosynth_TFIDF__sensitive	9.835976209204613e-10	-6.112049338067816	0.09773842338943593	0.7057427029905319	0.3775798942293386	0.5142064933717255
Neurosynth_TFIDF__furthermore	0.3178285148698953	-0.9989301803572216	0.09728622194341256	0.6708095739735797	0.42503717638597266	0.5127993333249128
Neurosynth_TFIDF__suggests	0.5035082720509796	-0.6689799435992403	0.09724903872302716	0.6708095739735797	0.42503717638597266	0.5126579345578118
Neurosynth_TFIDF__function	1.9979753995200857e-07	5.199525850557384	0.09698902991116204	0.6195878076250839	0.4964346156001114	0.5125651134171569
Neurosynth_TFIDF__young	5.580436742597295e-10	-6.201846857493446	0.09743514915693904	0.733717617012157	0.34018446422663834	0.5124962561150121
Neurosynth_TFIDF__relationship	0.010135967053095184	-2.571155955630552	0.09722596504775108	0.7002500476971796	0.3849829500539688	0.5120587664094723
Neurosynth_TFIDF__current	0.8015615641961129	0.25132666078774657	0.09708948289951744	0.6773114556135394	0.416134678043965	0.5118968438426479
Neurosynth_TFIDF__known	0.005811494782872092	2.7582319359403606	0.09698194677305982	0.6630209337945211	0.4357461282868079	0.5118425788614142
Neurosynth_TFIDF__demonstrate	0.07583041072752308	-1.7754088079434218	0.0970800353380008	0.7058441155218591	0.37744340502222384	0.5113571837728488
Neurosynth_TFIDF__activations	0.9330571605184359	0.08399908342110758	0.09697014121977487	0.6956477343903879	0.3912022647761355	0.5111026820713064
Neurosynth_TFIDF__unclear	7.5239271491767844e-06	-4.478301544081856	0.09712197319072277	0.7397312605815101	0.33220924862977286	0.5110509202148906
Neurosynth_TFIDF__effect	7.573528294841593e-07	4.946048022252917	0.09667029218487606	0.6773114556135394	0.416134678043965	0.5102526758721704
Neurosynth_TFIDF__exhibited	1.1907035664731783e-08	-5.70105192500793	0.09686399614637381	0.797993051809513	0.25594532995191654	0.509354856024263
Neurosynth_TFIDF__mechanisms	7.583004319132849e-07	4.945804475481932	0.09637462334403488	0.733717617012157	0.34018446422663834	0.5081500156866957
Neurosynth_TFIDF__low	0.13156769603245105	-1.5079485478960861	0.09626209831652723	0.842515949313496	0.19867631915092182	0.5063606208933014
Neurosynth_TFIDF__clinical	0.00012878535102160495	-3.8287698868960054	0.09608527414188689	0.8995406360895328	0.1262416589109275	0.5050223826199505
Neurosynth_TFIDF__cortices	0.7321124785156766	-0.3423168204233625	0.09585377287105835	0.9104544383921155	0.1124653546737013	0.5038854317488679
Neurosynth_TFIDF__effects	1.303372136652386e-19	9.060094812670995	0.09564885881161982	0.9054315907678531	0.11880279943254612	0.5032090390458336
Neurosynth_TFIDF__human	1.3569748581971076e-12	7.08837334720895	0.09565653454180938	0.9104544383921155	0.1124653546737013	0.5031020643860521
Neurosynth_TFIDF__previous	2.1071869188309704e-08	5.602962610883302	0.09561201433945116	0.9300556328147854	0.08777484317255366	0.5026519639715761
Neurosynth_TFIDF__design	1.833128393420234e-07	-5.215509323029176	0.09566766474681887	0.967901182091119	0.04024076007520982	0.5024299325142639
Neurosynth_TFIDF__correlates	0.4089557880884172	0.8257326123972978	0.09560937935362748	0.9515636872915252	0.060743249301536996	0.50235193424487
Neurosynth_TFIDF__memory	2.1330985822358796e-22	9.735241762488176	0.09548445033814679	0.9515636872915252	0.060743249301536996	0.501890520970364
Neurosynth_TFIDF__volunteers	2.5272073652277432e-11	-6.671779122928084	0.09554988845025036	0.9801244546656811	0.024912878750500925	0.5016864592643221
Neurosynth_TFIDF__recruited	1.2090360186181485e-09	-6.0790407922285015	0.09552532677117762	0.9801244546656811	0.024912878750500925	0.5015585869317751
Neurosynth_TFIDF__processes	1.0288939814635714e-14	7.735633587697345	0.09536478997777428	0.9801244546656811	0.024912878750500925	0.500832546044272
Neurosynth_TFIDF__large	1.8667659599269757e-10	-6.371919725079441	0.09539325326464768	0.9918595687830999	0.010202694533428178	0.5007765119867894
Neurosynth_TFIDF__temporal	2.0520243969927392e-126	23.916721557940974	0.09531186775488476	0.9801244546656811	0.024912878750500925	0.5007168672301611
Neurosynth_TFIDF__understanding	0.0007675134634117311	-3.3642522946040647	0.0953478868261155	0.9918595687830999	0.010202694533428178	0.5005380497180535
Neurosynth_TFIDF__model	0.0026477659218079783	-3.005922362727376	0.0953066711732844	0.9969315183697226	0.0038457808871680665	0.5002841016705177
Neurosynth_TFIDF__adults	0.3178285148698953	-0.9989301803572216	0.09528114592356376	0.9969872065843647	0.003775985553650047	0.5001295441198484
Neurosynth_TFIDF__disease	5.092117477687883e-11	-6.568217360447326	0.09527967850861158	0.9969872065843647	0.003775985553650047	0.5001080114265515
Neurosynth_TFIDF__addition	0.28425734893350074	-1.0708044870959048	0.09517502590392635	0.9918595687830999	-0.010202694533428178	0.4994372459790878
Neurosynth_TFIDF__involved	3.2204787219799643e-40	13.275283983027272	0.09517376791291214	0.9801244546656811	-0.024912878750500925	0.49916893282469726
Neurosynth_TFIDF__patterns	0.007640508376528487	2.6675563130081175	0.09507896768605564	0.9801244546656811	-0.024912878750500925	0.4987021910155066
Neurosynth_TFIDF__experiment	6.937667702174515e-08	-5.392777918649945	0.09497825147944987	0.9801244546656811	-0.024912878750500925	0.4982971730069614
Neurosynth_TFIDF__included	3.4430542801012507e-12	-6.958340017549567	0.0944863278789219	0.9282929639674035	-0.08999276528538874	0.4954303824533427
Neurosynth_TFIDF__complex	0.0005593702883247642	-3.4505863034880884	0.09440682400022365	0.8905100746563774	-0.1376588094855239	0.4946256347123818
Neurosynth_TFIDF__using	1.0655354382053445e-232	32.570726686167916	0.09504311075518589	0.7462877252812636	-0.3235381433239729	0.49443679218768144
Neurosynth_TFIDF__studied	8.169080482823587e-09	-5.764931931409457	0.09430193097591646	0.8966527295385361	-0.12989091833094552	0.49421356443527004
Neurosynth_TFIDF__impaired	1.7625336146384271e-12	-7.052087454432877	0.09402263316721876	0.8730267353491579	-0.15981509180177722	0.4926635675388498
Neurosynth_TFIDF__information	9.432059069400613e-17	8.311725268073308	0.09436090979056519	0.733717617012157	-0.34018446422663834	0.4924464949028333
Neurosynth_TFIDF__level	2.3563541089857953e-17	8.474725041934077	0.09430399753056998	0.7178287936296964	-0.361362076824389	0.49191789725100493
Neurosynth_TFIDF__age	0.02525011983967348	2.237554525638971	0.09409285759813012	0.7397312605815101	-0.33220924862977286	0.49160675605730414
Neurosynth_TFIDF__behavioral	1.3612950982057862e-08	5.6781874274310296	0.09418587503848133	0.7222655225825649	-0.3554326097482386	0.4915843578483613
Neurosynth_TFIDF__relevant	8.863274600929164e-07	-4.915330634831078	0.09380462447552479	0.797993051809513	-0.25594532995191654	0.49101380301689224
Neurosynth_TFIDF__provide	0.28981922266615107	1.0585182770862254	0.0939281711350556	0.7276577641520389	-0.3482429106654913	0.4906617042023795
Neurosynth_TFIDF__conditions	0.3253620187837564	0.9834987732284404	0.09372344270305055	0.6956477343903879	-0.3912022647761355	0.48920803429771376
Neurosynth_TFIDF__critical	6.301026481596373e-11	-6.536416559737074	0.09342746071847102	0.770367502048162	-0.2918942211367031	0.48895798170027543
Neurosynth_TFIDF__indicated	1.2319077433514325e-10	-6.435347976110157	0.09342622862766412	0.770367502048162	-0.2918942211367031	0.4889313527545428
Neurosynth_TFIDF__early	0.00020048104826894165	-3.71840955345861	0.09308979109981876	0.6773114556135394	-0.416134678043965	0.4861417402032381
Neurosynth_TFIDF__structure	1.0086412156843333e-12	-7.129322547557745	0.09285678167939414	0.7178287936296964	-0.361362076824389	0.48555939976452595
Neurosynth_TFIDF__12	2.311683274843203e-13	-7.329409902766389	0.09278291774645246	0.7174612655616329	-0.3618538271937088	0.4851523481781598
Neurosynth_TFIDF__development	5.08444857514467e-13	-7.2230227986752995	0.0926184013328869	0.6969259992779613	-0.3894733794725452	0.4841041939450799
Neurosynth_TFIDF__state	0.0027298648109324876	2.996624791025684	0.09312071669528084	0.5332438213504874	-0.6230619368468957	0.4840149360001051
Neurosynth_TFIDF__additional	3.599355515042469e-11	-6.61969713267225	0.09257592776150206	0.6773114556135394	-0.416134678043965	0.4836691404091479
Neurosynth_TFIDF__independent	0.0015275895122731896	-3.1693906037467534	0.09274286279117197	0.6245986808392444	-0.4893432857362684	0.4836595046584982
Neurosynth_TFIDF__suggested	1.562110241811235e-09	-6.037819119652773	0.09259093421779989	0.6708095739735797	-0.42503717638597266	0.4835907508791202
Neurosynth_TFIDF__dorsolateral prefrontal	5.883616148576383e-06	-4.530529057206124	0.09265775098538237	0.6497210904625981	-0.45414969055631627	0.483549139818121
Neurosynth_TFIDF__increases	2.53568786213092e-10	-6.32479512369589	0.09250865911975921	0.6708095739735797	-0.42503717638597266	0.48315549237681654
Neurosynth_TFIDF__basis	4.63478756720425e-05	-4.0733189889714545	0.09247936949844801	0.6146947052842772	-0.5033834498391536	0.48221127410847003
Neurosynth_TFIDF__suggesting	0.03482063574617878	-2.110438122016925	0.0925611983903302	0.5666793959983745	-0.5729487487978283	0.48202184014400523
Neurosynth_TFIDF__volume	1.913342006787742e-11	-6.71248749911048	0.09224957737106544	0.6580464742076629	-0.4426119023001311	0.4816340566417789
Neurosynth_TFIDF__components	2.289500175218854e-12	-7.015608681221699	0.0921997269088791	0.6597782301748406	-0.4402193724261027	0.48141599183225736
Neurosynth_TFIDF__reflect	1.3807626605337238e-07	-5.267789552253769	0.0922839064647547	0.6195878076250839	-0.4964346156001114	0.4813568183773337
Neurosynth_TFIDF__dorsolateral	0.0063503332487940874	-2.729121341279643	0.09227915810667302	0.5332438213504874	-0.6230619368468957	0.4803195497195407
Neurosynth_TFIDF__little	5.0490374556995305e-08	-5.449574836613875	0.09204034187873461	0.5885031576596346	-0.5410064199839365	0.47983348337706944
Neurosynth_TFIDF__set	5.62829831601457e-13	-7.2091965246151455	0.09188578948018392	0.6256800294180119	-0.4878162087257256	0.4794946557304831
Neurosynth_TFIDF__lower	8.468705949214872e-08	-5.356846390835903	0.09197256991223078	0.5760878861322783	-0.5591081892608636	0.47935093008201074
Neurosynth_TFIDF__10	3.981258881204252e-11	-6.604773380287389	0.09160924964690595	0.5734116797721301	-0.5630340768195968	0.4774889653710656
